time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,efficiency,exitflag
10,0.0247600094398661,0.158833226022165,0.135282748300427,0.128760052569592,0.12693759683296,0.126324220939956,0.128600097254178,0.126432667514643,0.124935066581328,0.126458249865168,0.126375114432812,0.125786197315038,0.126054369195687,0.126174250155413,0.12652828678301,0.126663649366696,0.126192238829875,0.126115626324525,0.127392432690379,0.126605534090998,0.126962301377647,0.127181635525586,0.126689989261789,0.126937321410071,0.127057672482125,0.127230118217889,0.126750115499724,0.126813864864621,0.126769962319699,0.127073107554697,0.126576948142111,0.126624834606958,0.126699771685544,0.126791766642465,0.126822859960967,0.126665958515837,0.126737137758403,0.126719242284077,0.126611847895391,0.126746504919784,0.126793965327902,0.12669776264258,0.126717875275632,0.126753394045483,0.126826663615798,0.126828090760247,0.126865297381705,0.126800165216347,0.126726271683343,0.126778966296003,0.126829095620776,0.1268661710017,0.126704793660604,0.126733942286988,0.126776070691234,0.12682501128112,0.126780086286127,0.126731350705376,0.126707915361293,0.126759405853169,0.126784104447072,0.126751163791556,0.126715568242522,0.126708282795426,0.12674882774012,0.126762072491825,0.126746038642192,0.126731048793412,0.126756491706017,0.12674969725238,0.126757465244562,0.126811919215113,0.126802320223692,0.12676700029463,0.126811984169307,0.12682173115753,0.126784411024129,0.126763848065954,0.126819916578442,0.126827283619533,0.126765016531603,0.126799716937169,0.126758734166046,0.126723113825791,0.12672543975011,0.126701295386275,0.126675059543316,0.126669912087315,0.126657370302993,0.126641752126741,0.126659421167986,0.126687658009386,0.126689822684479,0.126736738306873,0.126790910119017,0.126843235594712,0.126886781998032,0.126903972085775,0.12695173221333,0.126985404400997,0.126994973675806,0.12695943841229,0.126905009831075,0.126869290164006,0.126843618188608,0.12680127938366,0.126727348859192,0.12659923040697,0.12648402032095,0.126425829606401,0.126386969497042,0.126344397444916,0.126324078821711,0.126339166399813,0.126390159914559,0.126487084856738,0.126616299501331,0.126766720304801,0.126940537806688,0.127129963736285,0.127315025201856,0.127486294961414,0.12761426186253,0.127679587112406,0.127700414229279,0.127657373485914,0.127534675829835,0.127317942914534,0.127016629453273,0.126663797275636,0.126277655986274,0.125869078304976,0.125473801039545,0.125122467769122,0.124856786133085,0.124704079072344,0.124702874203051,0.124867367390015,0.125216007936271,0.12573502760856,0.126379515360694,0.127134539138726,0.127982282200471,0.128862144168119,0.129692579334507,0.130401767441541,0.130928615411907,0.131205524123707,0.131165426970033,0.130756489931156,0.129971898738826,0.12882533655242,0.127347605869304,0.125595202810336,0.123657355359404,0.12167594500397,0.119819496396666,0.11827719679818,0.117223134972268,0.116800428468163,0.117129149348535,0.118286685963948,0.120292980241296,0.123072297308451,0.126480600512359,0.130335527024116,0.134386770005148,0.138357869636041,0.141956065933597,0.144888971318191,0.146882126945638,0.14766282217019,0.146989345638423,0.144655591540754,0.140514743445617,0.13453396260973,0.126811237878728,0.117604354147423,0.107433307960715,0.0971072235693523,0.0876895986027631,0.0803703396867722,0.0763271797181787,0.0764495900305211,0.0811507330465643,0.0902521874217931,0.10302539254044,0.118385568564647,0.135150807279817,0.152219737469225,0.168654497739646,0.18369253870511,0.196725786912864,0.207195915309542,0.214508216305466,0.217958091519335,0.216581975591088,0.2089605256243,0.196401755720998,0.181613998335224,5.52077107115383,2
20,3.95889946775735e-07,0.343112213852496,0.308745946708041,0.297571292469351,0.288340711520354,0.273689622516433,0.250724968755941,0.206282096352964,0.0806308091607979,2.29921165584237e-07,6.44154450320605e-08,3.16787269421138e-08,1.9558862935983e-08,1.36963216425364e-08,1.03830906760097e-08,8.30837646187033e-09,6.9106065167699e-09,5.91564469601063e-09,5.17633593721043e-09,4.60774267748185e-09,4.15794468438512e-09,3.79369442397578e-09,3.4928648640377e-09,3.24024019992279e-09,3.02505619024095e-09,2.83951113848462e-09,2.67782314153533e-09,2.53562313634897e-09,2.40955189318961e-09,2.29698432375693e-09,2.19583834493538e-09,2.10444110464854e-09,2.02143165222956e-09,1.94569124195421e-09,1.87628934035341e-09,1.81244709161015e-09,1.75350491512386e-09,1.69890177270899e-09,1.6481565763871e-09,1.60085457694632e-09,1.55663647196921e-09,1.51518938233426e-09,1.47623983466061e-09,1.43954830874182e-09,1.4049040210778e-09,1.37212101498172e-09,1.34103506348924e-09,1.31150059880373e-09,1.28338855494121e-09,1.25658403144945e-09,1.23098472906074e-09,1.20649923732678e-09,1.18304586606497e-09,1.16055146723632e-09,1.1389500964522e-09,1.11818260476204e-09,1.09819548405263e-09,1.07894036358429e-09,1.06037325887445e-09,1.04245423973777e-09,1.025146869847e-09,1.00841770953408e-09,9.92236066189288e-10,9.76573818112228e-10,9.61404837808653e-10,9.46705036039694e-10,9.32452048957891e-10,9.18625029719204e-10,9.05204603245539e-10,8.92172543935477e-10,8.79511871053149e-10,8.67206691527126e-10,8.55241948214056e-10,8.43603537248467e-10,8.32278135547186e-10,8.21253206138122e-10,8.105168207825e-10,8.00057762001516e-10,7.8986538116005e-10,7.7992954109682e-10,7.70240661766285e-10,7.6078962058513e-10,7.51567761891035e-10,7.42566840769287e-10,7.33778961848406e-10,7.25196704220739e-10,7.16812874809943e-10,7.08620692756447e-10,7.00613661637747e-10,6.92785551430298e-10,6.85130454335263e-10,6.77642679466988e-10,6.7031680936433e-10,6.6314764024803e-10,6.56130216740176e-10,6.49259740223984e-10,6.42531668332383e-10,6.35941597665107e-10,6.29485341501068e-10,6.23158850866665e-10,6.16958267424578e-10,6.10879871025457e-10,6.04920062793202e-10,5.99075428561185e-10,5.93342654717936e-10,5.87718554028755e-10,5.82200070101443e-10,5.76784261755972e-10,5.71468278807597e-10,5.6624939592753e-10,5.61124974154565e-10,5.56092457192656e-10,5.5114941459259e-10,5.46293474555995e-10,5.41522355361684e-10,5.36833855272335e-10,5.32225842128587e-10,5.27696263996756e-10,5.232431274674e-10,5.18864533494917e-10,5.14558601969671e-10,5.10323550955313e-10,5.06157648741048e-10,5.02059210659462e-10,4.98026604166205e-10,4.94058269254571e-10,4.90152671474619e-10,4.86308337834975e-10,4.82523839804371e-10,4.78797788320642e-10,4.75128843935173e-10,4.71515695435687e-10,4.67957085409347e-10,4.64451792279754e-10,4.60998620827903e-10,4.57596417350176e-10,4.5424406542139e-10,4.50940474525475e-10,4.47684584878913e-10,4.44475381073993e-10,4.41311857590061e-10,4.38193043168778e-10,4.35118008009978e-10,4.32085827420978e-10,4.29095614219487e-10,4.26146505808206e-10,4.23237659180941e-10,4.20368252741859e-10,4.17537488360625e-10,4.14744598175015e-10,4.11988821377916e-10,4.09269423933303e-10,4.06585691465463e-10,4.0393692554697e-10,4.01322446440389e-10,3.98741598642837e-10,3.96193727571613e-10,3.93678214569784e-10,3.91194442505296e-10,3.88741811268574e-10,3.8631974673177e-10,3.83927675852728e-10,3.81565043132157e-10,3.79231312449109e-10,3.76925957228256e-10,3.74648463112983e-10,3.72398321406529e-10,3.70175050107771e-10,3.67978165899361e-10,3.6580720457432e-10,3.6366170982714e-10,3.6154123417123e-10,3.59445343684473e-10,3.57373614941335e-10,3.55325630188811e-10,3.53300982218641e-10,3.51299280089329e-10,3.49320133387597e-10,3.47363157259878e-10,3.45427988341266e-10,3.43514263134186e-10,3.41621625356749e-10,3.39749728346352e-10,3.37898233304755e-10,3.3606681000052e-10,3.34255132927386e-10,3.32462885506973e-10,3.30689752346666e-10,3.2893543245516e-10,3.27199631036829e-10,3.25482051682621e-10,3.23782409659182e-10,3.22100430148964e-10,3.20435832811475e-10,3.18788353812747e-10,3.17157728813072e-10,3.15543700179189e-10,3.13946015834024e-10,3.12364429663857e-10,3.10798700542658e-10,16.6414641192305,2
30,5.7466e-05,0.37213,0.3323,0.31494,0.29673,0.26786,0.20588,0.023893,2.1029e-05,7.313e-06,3.8764e-06,2.4896e-06,1.7865e-06,1.3775e-06,1.1164e-06,9.3818e-07,8.1005e-07,7.1413e-07,6.399e-07,5.8086e-07,5.328e-07,4.929e-07,4.5922e-07,4.3036e-07,4.0532e-07,3.8336e-07,3.6391e-07,3.4654e-07,3.3092e-07,3.1678e-07,3.039e-07,2.9211e-07,2.8128e-07,2.7128e-07,2.6202e-07,2.5341e-07,2.4539e-07,2.379e-07,2.3089e-07,2.243e-07,2.181e-07,2.1226e-07,2.0675e-07,2.0154e-07,1.966e-07,1.9192e-07,1.8747e-07,1.8324e-07,1.7921e-07,1.7536e-07,1.7169e-07,1.6819e-07,1.6483e-07,1.6162e-07,1.5854e-07,1.5558e-07,1.5273e-07,1.5e-07,1.4737e-07,1.4484e-07,1.4239e-07,1.4003e-07,1.3776e-07,1.3556e-07,1.3343e-07,1.3137e-07,1.2937e-07,1.2744e-07,1.2557e-07,1.2375e-07,1.2198e-07,1.2027e-07,1.186e-07,1.1699e-07,1.1541e-07,1.1388e-07,1.1239e-07,1.1093e-07,1.0952e-07,1.0814e-07,1.0679e-07,1.0548e-07,1.042e-07,1.0296e-07,1.0174e-07,1.0055e-07,9.9383e-08,9.8247e-08,9.7137e-08,9.6051e-08,9.499e-08,9.3952e-08,9.2936e-08,9.1942e-08,9.0969e-08,9.0016e-08,8.9083e-08,8.817e-08,8.7275e-08,8.6397e-08,8.5538e-08,8.4695e-08,8.3869e-08,8.3058e-08,8.2263e-08,8.1484e-08,8.0719e-08,7.9968e-08,7.9231e-08,7.8507e-08,7.7797e-08,7.7099e-08,7.6414e-08,7.574e-08,7.5079e-08,7.4429e-08,7.379e-08,7.3162e-08,7.2545e-08,7.1938e-08,7.1341e-08,7.0753e-08,7.0176e-08,6.9608e-08,6.9048e-08,6.8498e-08,6.7957e-08,6.7424e-08,6.6899e-08,6.6383e-08,6.5874e-08,6.5373e-08,6.488e-08,6.4394e-08,6.3915e-08,6.3443e-08,6.2978e-08,6.252e-08,6.2069e-08,6.1624e-08,6.1185e-08,6.0753e-08,6.0327e-08,5.9906e-08,5.9492e-08,5.9083e-08,5.8679e-08,5.8282e-08,5.7889e-08,5.7502e-08,5.712e-08,5.6743e-08,5.6371e-08,5.6003e-08,5.5641e-08,5.5283e-08,5.493e-08,5.4581e-08,5.4237e-08,5.3897e-08,5.3561e-08,5.3229e-08,5.2902e-08,5.2578e-08,5.2259e-08,5.1943e-08,5.1631e-08,5.1323e-08,5.1018e-08,5.0717e-08,5.042e-08,5.0126e-08,4.9835e-08,4.9548e-08,4.9264e-08,4.8983e-08,4.8706e-08,4.8431e-08,4.816e-08,4.7892e-08,4.7626e-08,4.7364e-08,4.7104e-08,4.6848e-08,4.6594e-08,4.6343e-08,4.6094e-08,4.5848e-08,4.5605e-08,4.5364e-08,4.5126e-08,4.4891e-08,4.4657e-08,4.4427e-08,4.4198e-08,4.3972e-08,4.3748e-08,4.3527e-08,4.3307e-08,4.309e-08,45.3176427818589,1
40,1.20337738765578e-06,0.378696069100862,0.336558739213917,0.315930447845458,0.292532199219531,0.246887692904961,0.119188766820322,9.79390661126999e-07,2.2856064313355e-07,1.05584913568558e-07,6.29443322232475e-08,4.31050287075123e-08,3.21944151206128e-08,2.55048809913685e-08,2.10753594548582e-08,1.79684197698268e-08,1.56889941899919e-08,1.39550834414407e-08,1.25962122897438e-08,1.15042646297129e-08,1.06079117614384e-08,9.85851500893511e-09,9.22196146005038e-09,8.67373975957525e-09,8.19585999527215e-09,7.77486819407011e-09,7.40053252539854e-09,7.06495155586035e-09,6.76193820098295e-09,6.48658479583849e-09,6.23495205815205e-09,6.00384260280288e-09,5.79063418752362e-09,5.59315530865708e-09,5.4095913490352e-09,5.2384130260832e-09,5.07832110241713e-09,4.92820379383054e-09,4.78710299840817e-09,4.65418768920622e-09,4.52873272475868e-09,4.41010185326699e-09,4.29773376542109e-09,4.19113086364845e-09,4.08985004405233e-09,3.99349495971028e-09,3.90170974040891e-09,3.81417350428393e-09,3.73059603219942e-09,3.65071388670746e-09,3.57428718604799e-09,3.5010968678699e-09,3.43094233476568e-09,3.36363939403362e-09,3.29901852281152e-09,3.23692338092046e-09,3.17720942057512e-09,3.11974275731236e-09,3.06439918409441e-09,3.0110632434182e-09,2.959627449184e-09,2.90999162887721e-09,2.862062283311e-09,2.81575200661464e-09,2.77097904354444e-09,2.72766684112308e-09,2.68574363874435e-09,2.64514213296518e-09,2.60579912980602e-09,2.56765525168806e-09,2.53065472306404e-09,2.49474503818065e-09,2.45987681746797e-09,2.42600355489761e-09,2.39308143460492e-09,2.36106917359123e-09,2.32992781942137e-09,2.29962063826031e-09,2.27011295607364e-09,2.24137202804578e-09,2.2133669144892e-09,2.18606834892564e-09,2.15944868131999e-09,2.13348171021128e-09,2.1081426457601e-09,2.08340797858438e-09,2.05925543382304e-09,2.03566386894237e-09,2.01261320830607e-09,1.99008438703464e-09,1.96805926407181e-09,1.94652059695939e-09,1.92545195521512e-09,1.90483769124404e-09,1.88466287612321e-09,1.8649132792255e-09,1.84557530094665e-09,1.82663594505325e-09,1.80808279512492e-09,1.78990396217497e-09,1.7720880663681e-09,1.75462419854853e-09,1.73750190738694e-09,1.72071116511208e-09,1.70424234335494e-09,1.68808619452228e-09,1.6722338388928e-09,1.65667672763788e-09,1.64140664616252e-09,1.62641568472966e-09,1.61169622834844e-09,1.59724094163987e-09,1.58304275400001e-09,1.569094848883e-09,1.55539065230498e-09,1.54192381872543e-09,1.52868822451973e-09,1.51567795632472e-09,1.50288730241236e-09,1.49031074629121e-09,1.47794294709047e-09,1.46577874960743e-09,1.45381316324165e-09,1.44204136319928e-09,1.43045867589559e-09,1.41906057918191e-09,1.40784269563482e-09,1.3968007801382e-09,1.38593072697251e-09,1.37522855221096e-09,1.36469039890212e-09,1.35431252366764e-09,1.34409129544221e-09,1.33402319368008e-09,1.324104808234e-09,1.31433281655619e-09,1.30470400715797e-09,1.29521525097584e-09,1.28586351875995e-09,1.2766458602732e-09,1.26755941596073e-09,1.2586014005732e-09,1.24976911244188e-09,1.24105992233302e-09,1.23247127323767e-09,1.22400068178715e-09,1.21564573122043e-09,1.2074040674221e-09,1.19927340225884e-09,1.19125150740758e-09,1.1833362182703e-09,1.17552541957537e-09,1.16781705800877e-09,1.16020913179465e-09,1.15269968942647e-09,1.14528683335681e-09,1.13796870723208e-09,1.13074351148611e-09,1.12360948473718e-09,1.11656491339651e-09,1.1096081249265e-09,1.10273748744345e-09,1.09595141329348e-09,1.08924834861726e-09,1.08262677969879e-09,1.07608523016966e-09,1.0696222567917e-09,1.06323645472221e-09,1.05692644806542e-09,1.05069089563457e-09,1.04452848759246e-09,1.03843794435486e-09,1.03241801704208e-09,1.02646748225055e-09,1.0205851493247e-09,1.01476985146604e-09,1.0090204489584e-09,1.00333582787546e-09,9.97714900049771e-10,9.92156601909703e-10,9.86659890948931e-10,9.81223749910622e-10,9.75847183378264e-10,9.70529216547453e-10,9.65268897959198e-10,9.60065293055217e-10,9.54917491768057e-10,9.49824600720589e-10,9.44785745231042e-10,9.39800069884924e-10,9.34866737883743e-10,9.29984928975736e-10,9.25153840138806e-10,9.20372684666993e-10,9.1564069308396e-10,9.10957110606851e-10,9.06321198534659e-10,9.01732231266873e-10,8.97189501570173e-10,8.92692312288089e-10,94.6841443916047,2
50,2.47353786973365e-06,0.379904817841355,0.336391319850959,0.313465054896884,0.286817057530297,0.228615444538383,0.0573895438896677,1.17520889989196e-06,3.68060108763471e-07,1.86091963992958e-07,1.16070132915251e-07,8.1622206003691e-08,6.20100168585791e-08,4.96987593239585e-08,4.14073383188423e-08,3.55176338591332e-08,3.11546864671925e-08,2.78109343603619e-08,2.51750824439307e-08,2.30472687977477e-08,2.12942896080711e-08,1.98245435407087e-08,1.85732868199017e-08,1.74937055106141e-08,1.65512368814139e-08,1.57199121020211e-08,1.49798999143125e-08,1.43158349918512e-08,1.37156459695407e-08,1.31697407243832e-08,1.26704042361282e-08,1.2211368083585e-08,1.17874867356192e-08,1.13944963920427e-08,1.10288304957909e-08,1.06874852363459e-08,1.03679084343103e-08,1.00679168435411e-08,9.78562658594316e-09,9.51940745399991e-09,9.26783445443801e-09,9.02965999292707e-09,8.80378080633317e-09,8.58922307474016e-09,8.38511683664023e-09,8.19068668807707e-09,8.00523555361221e-09,7.82813653219871e-09,7.6588219614516e-09,7.49677860051808e-09,7.34153879211936e-09,7.1926774206865e-09,7.04980357897661e-09,6.91256100158513e-09,6.78062167538343e-09,6.65368390057589e-09,6.53146792511602e-09,6.41371690773927e-09,6.30019123700799e-09,6.19066988478493e-09,6.0849458560662e-09,5.98282774363148e-09,5.8841356368087e-09,5.7887026980783e-09,5.69637166633455e-09,5.60699601723039e-09,5.52043753615178e-09,5.43656683469622e-09,5.35526223680679e-09,5.27640827207132e-09,5.19989740223426e-09,5.1256271507864e-09,5.05350123479721e-09,4.98342821549211e-09,4.91532183579673e-09,4.84910066935035e-09,4.7846868952497e-09,4.7220071778908e-09,4.66099197028508e-09,4.60157515692102e-09,4.54369372962783e-09,4.48728821699637e-09,4.43230160699897e-09,4.37868031980324e-09,4.32637272228502e-09,4.27533006234452e-09,4.22550579385609e-09,4.17685563588672e-09,4.12933708226203e-09,4.08291039728142e-09,4.03753676609963e-09,3.99317992641725e-09,3.94980472421191e-09,3.90737801460038e-09,3.8658678153224e-09,3.82524385131649e-09,3.78547703430748e-09,3.74653978958333e-09,3.70840532746729e-09,3.6710485130967e-09,3.63444492431567e-09,3.59857136075463e-09,3.56340561122842e-09,3.52892632677711e-09,3.49511302663723e-09,3.46194618464869e-09,3.42940695859151e-09,3.39747734844994e-09,3.36613985079867e-09,3.33537798268767e-09,3.30517568027605e-09,3.27551764528713e-09,3.24638887928954e-09,3.2177751750925e-09,3.18966292299433e-09,3.16203877870107e-09,3.13489008392158e-09,3.10820444193427e-09,3.08197009827775e-09,3.05617549177179e-09,3.03080965230825e-09,3.00586186809351e-09,2.98132186706419e-09,2.95717965160437e-09,2.93342557985573e-09,2.91005027304737e-09,2.88704481216045e-09,2.86440043915018e-09,2.84210862192059e-09,2.82016123232262e-09,2.79855022783861e-09,2.77726812301808e-09,2.75630724342015e-09,2.73566044513448e-09,2.7153207766343e-09,2.69528130406211e-09,2.67553552320204e-09,2.65607699453356e-09,2.63689947608056e-09,2.61799682332555e-09,2.59936335120363e-09,2.58099324131993e-09,2.56288098736186e-09,2.54502117844212e-09,2.52740851088536e-09,2.51003799454895e-09,2.49290464157013e-09,2.47600357397305e-09,2.4593301460776e-09,2.44287977873194e-09,2.42664800681419e-09,2.41063053224495e-09,2.39482311632155e-09,2.379221667683e-09,2.3638221423868e-09,2.34862072973455e-09,2.33361357532599e-09,2.31879699730963e-09,2.30416734046147e-09,2.28972118766991e-09,2.27545500600639e-09,2.26136551508418e-09,2.24744942343743e-09,2.23370355599383e-09,2.22012485360376e-09,2.20671019591715e-09,2.1934566472688e-09,2.18036137758877e-09,2.16742154217547e-09,2.15463443490332e-09,2.14199727814515e-09,2.12950752612463e-09,2.11716251047746e-09,2.10495985244956e-09,2.09289705364531e-09,2.08097173277794e-09,2.06918150797146e-09,2.05752415945522e-09,2.04599743457579e-09,2.03459911509111e-09,2.02332708077243e-09,2.01217928100274e-09,2.00115365985928e-09,1.99024820323069e-09,1.97946094483794e-09,1.96879000936199e-09,1.95823348988052e-09,1.94778957467181e-09,1.93745647489541e-09,1.92723245254972e-09,1.91711572140211e-09,1.90710468479754e-09,1.89719764993354e-09,1.88739301230588e-09,1.87768922377082e-09,1.86808466556112e-09,1.85857787977334e-09,1.84916733530507e-09,1.83985165767796e-09,1.83062933471408e-09,167.92704295537,2
